Index,CANCER,Bcell_l_Danaher17,Bcell_sc,MemBcell_sc,NaiBcell_sc,Plasma_sc,CD4Tcell_Combes22,CD4Tcell_IL2_I_Kaptein2022,CD4Tcell_sc,Th17CD4Tcell_sc,CD8Tcell_sc,BadCD8Tcell_l_SadeFeldman18,CD8Tcell_Combes22,DualExpandedTcell_l_Wu20,GoodCD8Tcell_l_SadeFeldman18,ResourceCD8Tcell_sc,CMCD4Tcell_sc,MemTcell_sc,NaiTcell_l_Li19,NaiTcell_sc,Tcell_markers,Tcell_Combes22,Tcell_IL7Rmax_sc,Tcell_l_Danaher17,CytotoxSig_Davoli,CytotoxTcell_Jiang,CytoxAct_Rooney,Cytotoxic_l_Danaher17,CytotoxTcell_sc,CytoxTcell_l_Li19,ExhTcell_Jiang,ExhCD8Tcell_l_Danaher17,ExhCD8Tcell_sc,ExhTcell_l_Li19,ExhTcell_l_Tirosh16,Target_marker_GeneBio,Target_marker_CTLA4,Target_marker_PD1,Target_marker_PDL1,Immune_checkpoints,RegTcell_Blood_l_Zhang18,RegTcell_Combes22,RegTcell_l_Li19,RegTcell_sc,RegTcell_Tumor_l_Zhang18,CD56brightNK_sc,CD56dimNK_l_Danaher17,CD56dimNK_sc,NK_l_Danaher17,NKcell_sc,ILC1,ILC2,ILC3,cDC_CCR7_sc,cDC_sc,cDC1_Combes22,cDC1_I_Liu2018,cDC1_sc,cDC2_Combes22,cDC2_sc,pDC_sc,Macrophage_TAM,Macrophage_Combes22,Macrophage_CXCL9_sc,Macrophage_l_Danaher17,Macrophage_MARCO_sc,Macrophage_MSR1_sc,Macrophage_sc,ClassMonocyte_Combes22,ClassMonocyte_sc,NClassMonocyte_sc,InflamMonocyte_sc,Monocyte_sc,Myeloid_Combes22,Myeloid_sc,Basophil_sc,Eosinophil_sc,Granulocyte_sc,Neutrophil_sc,Mast_sc,Mast_l_Danaher17,Erythrocyte_sc,Platelet_sc,HematoStem_sc,Stroma_Combes22,Pericyte_sc,Nurmik_CAFs,Fibroblast_sc,InflamFibroblast_sc,Endothelial_sc,Endothelial_Kahn20,Cholangiocyte_sc,Epithelial_sc,Mesothelial_sc,Adipocyte_sc,Hepatocyte_sc,PancreaticEndocrine_sc,Pneumocyte_sc,Anti apoptosis pathway,Pro apoptotic pathway,Fehrenbacher_Teff,Ayers_IFNg6,Ayers_IFNg18,IFNG_l_Rozeman21,TGFb_pan,EMT1,EMT2,EMT3,TGFb_set,TGFb_CCR,Cytokine_Ils,Cytokine_TNF,Cytokine_IFNs,Cytokine_GF,Cytokine_CSF,Cytokine_Chemokines,Messina_CKS,Proliferating_G1S_sc,Proliferating_G2M_sc,Proliferating_sc,TLS_v1_Cabrita20,TLS_v2_Cabrita20,DNA_replication,Cell_cycle,Cell_cycle_reg,Nucleotide_excision_repair,Fanconi_anemia,Homologous_recombination,Base_excision_repair,APOBEC_set,Ubiquitous_immune_sc,Ubiquitous_sc,Reference_NanoString09
IMVigor210-0257bb-ar-0257bbb,0.4841674,-0.38869745,0.9483511,3.201708,-1.6720309,0.30122325,2.5300252,2.2175636,3.4232523,1.5602748,4.9987674,0.53343403,2.1823173,3.366407,2.3165078,2.6443882,1.3789461,2.1828332,4.0345993,1.9498329,1.1714555,2.023278,2.4717767,1.1806659,1.5605266,3.3314805,0.7998457,2.116174,0.59861463,0.8157925,2.58029,0.749378,1.8096665,1.4202822,1.0287312,2.0669763,-1.5144421,5.25313,1.9593987,1.3432685,0.54871124,1.3427434,0.14680384,0.5667374,1.0348847,3.169435,-0.07413535,-0.50685155,-0.8620549,4.6035843,2.294079,2.305008,2.1871555,0.1477546,1.2206748,3.4322298,0.80812144,1.3915375,3.3556871,2.7136881,0.7082701,1.4372765,1.2615687,-0.5727787,0.25858137,0.5407454,-1.6636623,0.80734116,1.517021,0.7904054,1.4799359,-1.2541673,1.1638995,1.7604209,0.254004,-0.37193865,3.4133244,-0.18363196,0.7217616,1.0836608,-0.81244105,2.702512,1.936878,0.4817485,1.7091023,-0.20947582,2.3278182,2.1946316,-0.16333845,0.8597759,1.3281724,0.37501988,-0.11410255,1.2751954,2.046356,2.6890037,1.9818656,1.0986888,2.7202334,1.722262,1.1194733,1.3845501,2.8149586,1.6611092,1.5123708,0.7332523,1.3992667,1.2610528,-0.2555944,0.6881952,1.4559495,3.0526814,2.4318488,2.346153,2.747267,1.2953126,0.8993466,1.5955496,1.9718692,1.67951,2.1545863,0.55160797,1.2850864,0.6827692,2.4552147,1.0681535,4.2375007,3.4746518,-0.44321108,4.1440253,3.4556272,2.321538,2.8885367
IMVigor210-025b45-ar-025b45c,0.48411718,0.42694956,1.8343247,2.891359,-1.7363092,0.7155307,2.6008239,2.423145,2.8270414,0.12843873,4.5361485,0.80352354,2.3035946,2.5025191,2.3937593,2.8111038,1.3364551,2.3566267,3.8426113,2.157372,1.2914143,1.5914558,2.3690064,1.369395,1.221853,2.718786,0.44263363,0.5307478,0.178723,0.71204144,2.1314814,1.2157438,2.38056,2.3253112,1.6521478,2.1867487,-0.91860133,5.413667,1.6480352,1.3170129,0.5998729,1.5059938,-0.0022915187,0.8746559,1.2354755,3.0474093,0.026593547,-0.17849855,-0.4920431,4.853148,2.2991712,2.463879,2.138734,-0.08927061,1.1616007,3.1780045,0.33849353,1.1670806,3.313576,3.217954,0.22494659,1.4267486,1.4827057,-0.58997405,0.5283418,0.28009057,-1.6168902,0.7934843,1.2165091,0.40201896,0.91712034,-1.4225875,0.14146751,2.2642083,0.316608,-0.30716264,4.322199,0.1086452,0.9034511,1.4716268,-0.11076339,2.6212945,1.9059566,0.48309183,1.6117795,-0.16423525,-0.9425558,2.2132807,-0.49743485,0.84805834,1.2709111,0.78381,0.76926464,1.170505,1.9886131,2.7175596,1.716951,1.1900095,2.6659856,1.6277374,0.8430215,1.0238173,2.5893145,1.3668274,2.608522,2.106941,2.398932,2.8347318,0.0020914343,0.7294661,1.3374957,3.178205,2.5083451,2.3446574,2.8872626,1.6966593,1.302101,1.3997943,1.1696523,1.170754,2.168654,0.8033206,1.2359937,0.14619413,1.2053897,1.0861151,4.432266,2.9382794,-0.2470384,3.4361866,3.4764955,2.3202953,2.822963
IMVigor210-032c64-ar-032c642,0.48415324,-0.25566703,0.45544618,3.6044593,-1.6630596,-0.21494156,2.1999617,2.2099366,3.431098,1.7352222,5.286346,0.5861174,2.1321492,3.323148,2.7593148,2.5404425,1.7625622,2.661972,3.9931521,1.7090672,1.0151088,2.1509595,2.9300475,1.338278,1.9683783,3.9861531,1.3046969,3.0576417,0.9854672,1.1883628,2.2818675,0.9960694,1.9595252,1.7693274,1.0559665,2.838089,0.06129175,4.182422,3.8349545,2.0888872,0.3984179,1.9783995,-0.0021815891,1.0131105,1.5297139,3.279994,0.6389624,-0.4828828,-1.3577626,3.9070807,2.5839434,2.114598,1.5794845,0.47448236,1.2172561,3.7446074,0.4405905,1.4292744,4.1788244,4.5266,1.8463781,1.5316621,1.600357,1.8782736,0.5256179,0.38956985,-1.6275765,0.69899553,1.8906904,-1.0535557,0.48992515,-1.3266369,-0.1867378,2.2184508,-0.06406401,1.3162831,3.53564,-0.27330798,0.5036593,3.5364752,2.6543832,2.6136212,1.8905232,0.41261792,1.7134473,-0.068024576,0.0065450636,1.8532505,-0.38055778,0.4591905,1.2432251,1.1583574,0.65702134,2.1940808,1.6183915,2.6611307,2.3538806,1.0734203,2.9071925,1.6163734,2.4695864,3.3060164,3.1275146,2.920808,1.9095155,0.9910253,1.4027975,3.066446,-0.40901834,0.4740739,1.1654229,2.3534336,2.3430858,2.2323427,3.006062,1.2448297,0.83496034,1.410053,2.3912044,1.5752813,1.2360457,0.45706064,1.399751,1.2012742,2.3055284,1.1088732,4.2945166,3.5563328,-0.35760257,4.689927,3.4609923,2.3167384,2.9183018
IMVigor210-0571f1-ar-0571f17,0.48414215,0.42142147,-0.7214608,4.3017945,0.08405019,0.15624517,2.1265707,1.8854111,1.8437433,0.3773747,5.9244523,0.6082173,2.40077,3.3596563,3.7607393,3.9887643,1.0922979,3.078503,4.928849,1.6058342,1.2124412,2.4629352,2.7242987,1.962359,2.3279262,4.189121,1.5557139,3.34488,0.76696444,1.0238633,2.6050358,0.3145975,1.4478321,1.600498,1.5894043,1.7466992,1.0938568,0.9040692,3.092706,1.8524837,0.7917145,1.6557541,0.46452844,1.417216,2.1087942,3.1549594,0.42582604,-0.49469227,-1.0919611,3.7276626,2.2019372,2.0436893,1.5304544,0.2115879,0.4787941,3.2859223,-0.22016504,1.2734249,2.956542,3.5371358,1.8480928,1.4730374,1.4492059,2.3270376,0.46649036,0.55845153,-1.7949706,0.7680746,1.8212633,0.41054413,0.48443612,-1.0099443,0.83504844,2.0358295,0.43052837,0.8166715,2.9575078,0.2892829,1.026302,2.9856672,1.8641088,2.6513357,2.1259892,1.6021086,1.680934,-0.06700403,2.3277636,1.8506236,0.83370197,1.1459384,1.4739959,0.76194346,0.6036618,1.1180519,1.2488856,2.7344778,2.5422018,1.6438234,2.1738718,1.5853618,2.476759,3.4691377,2.932752,3.0611868,1.8392365,0.9953542,0.7491354,1.5295641,0.06979062,0.70182544,1.7711323,2.5863612,2.2798567,2.2453227,2.8290358,1.4011002,0.8098949,1.41214,1.8624566,1.5483854,3.6817906,-0.16519898,1.2973459,0.5211701,1.0201133,1.1600128,4.3767495,3.4512935,-0.32168937,3.5661016,3.4488764,2.290893,2.8358133
IMVigor210-065890-ar-0658907,0.48417747,-0.33943737,0.9603189,3.7704794,-1.689208,-0.4815438,2.7717376,2.2044702,3.654332,1.1618537,5.0184755,0.55042,2.1759574,3.1835418,2.0203485,2.1842992,1.7377079,2.146808,2.9949245,1.8353652,1.3671019,2.0485532,2.8954706,1.3745698,1.6294632,3.4904413,0.81064343,2.0531986,0.8836345,0.8700848,2.4264393,0.79549366,1.8157402,1.4327772,0.37613523,2.261766,-0.6704448,5.207127,1.8505994,1.4991417,0.7328091,1.3303865,0.2582475,0.8678713,1.2373637,2.955984,-0.10531459,-0.5472665,-1.1174023,4.2200236,2.3448384,2.2531347,2.085093,0.5779726,1.2844441,3.589954,0.8315879,2.0882504,3.31795,3.224206,0.39694074,1.3736558,1.2699826,0.41147736,0.21787576,0.82594514,-1.4797243,0.78743154,1.4824628,1.4162819,1.6161418,-1.5480365,1.5059375,1.9510204,0.3528435,0.5403597,2.926041,-0.04351974,0.7186347,2.6370442,1.255874,2.6682713,1.9401295,0.5838696,2.0635064,-0.015079793,3.084864,1.9740874,0.005737812,0.3212858,1.12243,0.99749583,0.43547693,0.5593793,1.8190645,2.6935282,2.8297129,1.4642069,3.0987794,1.8233043,1.74618,2.2698507,2.931176,2.18636,1.5556177,0.43111628,0.7296854,1.1033317,-0.2088295,0.35801315,1.4924713,3.0050757,2.451961,2.236929,2.6860409,1.3195632,1.6688672,1.4656372,1.6264743,1.6444751,1.8064505,0.96030354,1.2631747,0.22560208,2.420108,1.1206759,4.319213,3.3567626,-0.316645,4.8034344,3.4956517,2.3185613,2.8575292
IMVigor210-0684af-ar-0684af7,0.4841419,0.47814983,1.9457221,3.7877345,-1.6979946,1.1389601,3.0225737,2.4981658,4.0101967,1.2046237,4.3468194,0.82836366,2.438143,2.497202,1.8395716,1.9719954,1.7875144,1.8808547,3.4594088,2.6903872,0.9808562,1.6174557,2.8520768,1.4342309,1.1179987,2.4377966,0.32153878,0.046091225,0.6343583,0.63989687,2.1917982,0.7143183,1.8985848,1.2804518,0.6389657,1.7442846,-2.4892244,5.501426,1.6258839,1.1906655,1.1184814,1.4630681,0.19610225,0.35281327,0.78304183,3.0163412,-0.083246626,-0.4516164,-0.29196098,4.50185,2.2118459,2.4839745,2.261032,0.5137252,1.3277115,3.0792766,0.44729558,2.0666912,3.3528485,3.4241028,0.24837448,1.4012108,1.1831049,-0.45855883,0.24300635,0.28046367,-1.3845179,0.93112534,1.2004315,0.973246,1.8224483,-1.6493597,1.542186,1.9656012,0.4785345,1.1354496,3.204516,0.10939753,0.78798485,3.638408,2.8114572,3.1322715,1.976278,0.2145954,1.5479926,-0.65859896,3.0863304,2.0993502,-0.21306664,0.5145615,1.7648624,0.53822434,0.2899596,0.19772248,2.1516685,2.697868,2.6078439,0.85028195,3.1661704,1.4710499,0.74405557,0.8676733,2.3289993,1.2494409,2.0228257,0.5803585,0.67367625,0.65315366,0.4710385,0.7035234,1.6747526,3.094309,2.3658388,2.270279,2.674191,1.587639,1.607596,1.3800778,1.6686146,1.4819174,2.1773682,1.0618597,1.2757154,0.2761479,2.3790088,1.2935091,4.1881957,3.1006365,-0.21477246,2.7448134,3.4674296,2.3648798,2.939751
IMVigor210-075e03-ar-075e037,0.4841608,0.39388555,1.8950546,3.5246284,-1.7267704,1.0853733,3.1377287,2.5939503,4.362443,1.042786,4.5036783,0.5703237,2.2421286,3.0600169,1.3920969,1.6623228,1.8327936,1.7869656,2.0444643,1.5549144,0.78385305,1.9511024,2.0556014,1.3972791,1.1477567,2.9055293,0.4760552,1.1396805,0.8387739,0.71926415,2.059718,0.85208106,1.4438123,1.2161773,0.63902533,1.911149,-2.6178718,5.539886,2.1592817,1.2951916,1.123614,1.5481424,0.48229116,0.34928238,0.8417754,2.756726,-0.111813016,-0.5118391,-0.52374274,4.382571,2.2287815,2.348134,2.234509,-0.13433924,1.2606512,2.9251757,0.6193365,1.9375536,3.2781563,3.3787582,0.5763192,1.4701673,1.1095243,-0.5561633,0.28502932,0.36906326,-0.45064157,1.2862015,1.2726464,0.19848828,1.8283042,-1.5781188,0.86628664,2.2386303,0.59478295,1.2579267,2.746636,0.38764864,1.0491853,4.0066786,3.0160904,2.9748082,2.1536934,0.39868686,1.7416042,-0.030930225,3.1610312,2.2027252,0.30938396,0.36949256,1.3763837,1.3445591,0.341064,0.39574245,2.0069153,2.6964993,2.5874116,1.0240018,3.137389,1.5922745,0.96496767,0.90109736,2.4154587,1.3070874,2.0922418,0.5745219,0.74983215,1.4597423,0.0041263006,0.4413684,1.8734032,3.1358101,2.5282497,2.159956,2.6764784,1.3727813,1.708593,1.8039907,1.2679076,1.1455114,2.0530326,0.80290467,1.2754794,0.39639103,2.4144711,1.1639345,4.29062,3.2258227,-0.17482963,2.8787403,3.4567761,2.3131604,2.8635151
IMVigor210-07a93a-ar-07a93a2,0.48410425,-0.009724293,1.2922249,2.8210604,-1.6950239,-0.66145724,1.0972074,2.4877505,3.3633249,0.36414626,4.8063993,0.69924057,1.9919916,2.8722801,1.7272422,2.918562,1.6035357,1.8840039,3.258399,2.4047954,0.98818684,1.8209693,2.283332,1.3421521,1.2436033,2.9777277,0.46349704,0.7529949,0.7095245,0.8328792,1.8189552,1.0968878,2.381759,1.5181541,1.1312237,2.2760768,-1.8876948,5.0604854,3.0334797,1.4466294,0.6885859,1.4902625,0.17833799,0.65629864,1.2146692,3.3705516,-0.26797685,-0.49886107,-0.60541534,4.504934,2.215764,2.6017923,2.1641972,-0.24840575,1.2894981,3.3777118,0.573947,2.1415858,3.4804776,3.1865182,0.71797454,1.5728815,1.7073011,-0.48301548,0.38744032,0.22226998,-1.3303868,0.6772555,1.6906066,0.6185601,1.5325537,-1.6033623,1.1978676,2.486605,0.23885617,0.39277208,3.0541315,0.0250833,0.84317863,2.1412733,0.69003075,2.52384,2.083573,0.5683263,1.730415,-0.35297096,2.570334,2.0842915,0.5117797,1.1930945,2.0057943,1.0817615,-0.08296002,0.90291876,1.7822897,2.7115433,2.52336,1.3721447,3.0605998,1.2938502,1.0544128,1.2028247,2.64368,1.5171409,2.4357681,1.4138082,1.4254118,2.1256535,-0.43286052,0.45835873,1.45136,3.128165,2.485927,2.4225087,2.8577607,1.7013632,0.7760043,1.7906188,1.6911753,1.6604058,2.6608675,0.66141653,1.226528,0.9837129,2.2980902,1.0752376,4.611411,3.6788661,-0.41098487,5.492274,3.503222,2.3360589,2.8240695
IMVigor210-08cce2-ar-08cce2f,0.48414063,-0.49522725,0.9187216,3.2165117,-1.6066048,0.85040075,3.0596473,2.3985858,3.461098,0.16286127,4.5504413,0.86251414,2.381113,3.0404406,1.9790761,2.4898634,1.3672168,2.283776,3.458273,2.0345514,0.9900625,1.9370201,2.3824186,1.2884922,1.3225639,2.4669151,0.30671102,1.5259391,0.28493485,0.78410435,2.4962316,0.62145126,2.037085,1.2029393,0.7297059,1.2791691,-2.5668952,4.4932475,1.3627284,1.0744181,0.92694724,1.5430602,0.40502366,0.26515728,0.86244357,2.7583916,-0.21936199,-0.31290895,-1.005237,4.269529,2.0638025,2.4351838,2.156758,-0.28869444,1.0375469,2.6463041,0.022989314,2.0817933,3.27406,3.0348318,0.5526387,1.3582166,1.1046311,-0.6306654,0.28346872,0.6439919,-0.61072963,1.3585969,1.1796043,0.2740683,1.8813263,-1.5806055,1.2556734,1.9895924,0.5414513,-0.16727388,3.0610127,0.084929496,0.88976526,1.7114812,0.32456008,2.9852543,1.9440821,1.6735783,1.7515918,-0.42285466,2.2230146,2.1470134,0.46033397,0.9718757,1.3041046,0.8095529,0.2472147,1.0185834,1.9018067,2.8763027,2.5088005,1.253485,2.8797388,1.5880196,0.6399887,0.4397125,2.256561,0.9677595,2.1610475,0.7541514,1.0636368,1.5126388,0.23547906,0.6161815,1.6373905,3.057201,2.5234776,2.2801673,2.7141366,1.4346402,1.2254332,1.8859068,1.1673023,1.0231239,2.119296,0.6000782,1.2444856,-0.008112211,1.3737988,1.1972153,4.2745857,2.5257595,-0.035953168,2.6420984,3.460025,2.346381,2.8822155
IMVigor210-09c84e-ar-09c84ec,0.48413813,0.60067946,2.039304,3.6032436,-1.7310709,1.410686,1.6364555,2.591869,3.7638767,1.234125,4.043103,0.5311118,2.203554,2.2647343,1.4791441,1.7614219,1.4726019,1.5063972,2.6376336,1.8656753,0.9373179,1.6733902,2.8728008,1.6357727,1.0205797,2.2256114,0.30030572,-0.3285051,0.13674597,0.67438406,2.233174,0.41001436,1.5841165,1.6702275,0.6676534,1.5173051,-3.2184079,5.5430217,1.5547848,0.9540554,1.0589862,1.4678905,0.0890421,0.38356817,0.88244814,2.9670708,-0.20221859,-0.46921995,-0.5378519,4.533203,2.1292942,2.346231,2.3727338,-0.20272805,1.3575737,2.3104575,0.26347187,1.1938577,3.220257,3.4229438,0.30821174,1.5365915,1.2965267,-0.61612695,0.32044217,0.776439,-1.4491035,0.7196385,1.5005751,-0.23281892,2.0655742,-1.7257698,0.8927803,2.51337,0.28179842,0.7680955,3.3377976,-0.1361375,0.6122428,3.011542,1.7866993,3.0419235,1.8991578,0.35173777,1.4942331,-1.0587484,-0.82723445,1.6780261,-0.25442868,0.76367337,1.5470482,0.81509066,0.4228202,0.35676688,1.6715506,2.4820309,2.31075,1.0750395,3.0707343,1.3993498,0.572524,0.23450157,2.186553,0.84914404,2.7581615,1.6349163,2.0918462,1.7840687,0.4478615,0.606362,1.6007221,3.2054613,2.234866,2.3574305,2.8409092,1.5763624,1.6025379,2.3556445,1.3989192,1.3035027,2.0699682,1.1166481,1.2661915,0.08651769,0.9527985,1.2439046,4.4779835,2.8330345,-0.10847077,2.98154,3.45904,2.3136446,2.9142172
