,CANCER,Bcell_general,Memory_Bcell,Naive_Bcell,Plasma_cell,CD4_Tcell,CD8_Tcell,Memory_Tcell,Naive_Tcell,Tcell_general,Cytotoxic_Tcell,Exhausted_Tcell,Immune_checkpoint,Treg,NKcell,Innate_lymphoid_cell,cDC,pDC,Macrophage,Monocyte,Myeloid,Granulocyte,Mast,Erythrocyte,Platelet,Stem,Stroma,Pericyte,Fibroblast,Endothelial,Epithelial,Mesothelial,Adipocyte,Hepatocyte,Pancreatic,Pneumocyte,Apoptosis_pathway,IFNg_pathway,TGFb_pathway,Cytokine,Cell_proliferation,TLS,Genome_integrity,Reference
107T-Tumor-SM-BZ9WF@On,0.001375678850327142,-0.017520060329636895,-0.028582203416903,-0.0004041197407500397,-0.025511137936042042,0.003307816686789512,-0.014251248054832903,-0.028651988409205666,0.008021253978747155,-0.04818801116300493,0.004808310772037262,-0.01985093109022772,-0.0019511335967058662,0.01005492572481994,-0.0007060487591187816,0.005759692787639226,-0.0007234207920132539,-0.0006391620619099779,-0.010074069550146615,0.01695887364131136,-0.007882289612818212,-0.0014014700778717866,0.007829887330551491,0.003853898908927266,-0.0002998716424867951,0.012806385105286994,0.00350736199889473,-0.005658128672317384,0.008492547627767986,0.005969902508144344,0.000935036985249284,-0.011956159366166794,-0.0020279421422975136,-0.0013188290441696014,-0.00828199488442102,-0.004935522356407717,-0.01349120631825614,0.007130764646399094,0.0,0.0011955123510591745,0.003294464896528454,-0.01157599804183202,-0.014162609792668255,-0.007433897231361231
115T-Tumor-SM-BZ9WH@On,0.0023265551681029913,-0.02320954531641033,-0.014741794452571837,-0.0018649176440428085,-0.020928443609618957,-0.004120758937774483,0.007950285456784488,0.0029486239880748433,-0.005576886815646112,0.0009760032079206758,-0.011687762965944036,-0.013643415230553737,-0.0027341546013534405,0.0009208841501526567,0.0,-0.001509660402390298,0.0006211901266553833,-0.0014894175454914986,0.006473941481877446,0.011912557680997913,-0.005298626372399248,0.002240201257044597,-0.04744143296284602,0.002646655488835785,0.0011193964235292771,-0.0050373752930486385,-0.013080174901359586,-0.01464740703770208,-0.008281139894206922,0.00457981802070345,-0.006821349981752553,0.009710504314820729,-0.004510757073908687,0.0,0.003765368649672465,-0.0025861255282687706,-0.0018579396024726033,-0.01344514394991951,0.0010627185210710635,0.0035752391709235965,0.004129769775739923,-0.01163696934540704,-0.007897592675931911,-0.006706329797712435
122T-Tumor-SM-BZ9WU@On,0.002061701454699078,-0.043826997101488276,-0.057191607461775,-0.00031505631083547344,-0.046527980006668,0.05223809832917121,-0.034930286930281634,-0.030770748525343138,0.04336030758199196,-0.06687305689306815,0.021286297069129382,-0.06222121329419254,-0.0023171876368296793,0.017018419171786918,-0.0034564344716544178,0.022190236750870868,0.0,0.0025088854266809356,0.010807788286933458,0.03205320482942486,-0.020662942753814324,-0.0012919751660533205,0.010008704545735509,-0.012232285279410785,0.0007375752612287604,-0.017195430773196862,-0.004416535771812273,-0.0020245116541625207,0.04314946529445789,0.005803401653973123,0.01128055094690075,0.02398112405326697,-0.0035806961424712153,0.0007434273579060431,0.030916948057974226,0.0016592207577428538,-0.005656454665487068,0.05121159497413514,0.0007031299474097816,-0.00125267659416086,-0.004437677072913184,-0.01815931717811122,0.011078772842733838,0.000520130943354874
155T-Tumor-SM-BZ9WW@On,-0.0009521469587903107,-0.01407470583497771,-0.02431566577184377,0.0,-0.01538162182382326,-0.004415063212116706,-0.01389099765529658,-0.019853119356115938,0.0,-0.02109024715276245,0.0027951459621549887,-0.029504649450465232,-0.0027160261671975864,0.0043348876217308725,-0.0022597470853802587,0.0027630911924363113,0.0011417124261084864,0.0,0.0,0.0,-0.001609679947483297,0.0021162626073975115,-0.025889330458114965,0.0028437809519853406,0.0009368480862394859,-0.0013037498042784389,0.001330959394113189,0.0,-0.009180450105302367,0.0017005952526155546,0.004312189878165923,-0.005466599931781676,-0.005438350681378565,-0.003009879316947061,-0.0033000841149694706,-0.0014602378065117958,-0.008015996083104025,0.013491896212693621,0.0,0.0014395137308628881,-0.0008771783407321691,-0.007330905694210187,0.0,-0.0019083429479491154
166T-Tumor-SM-BZ9WX@On,-0.0006780948632316306,-0.018813160045591505,-0.0246705554384256,0.0011372646083164075,-0.020538904226105912,-0.004660161232130443,-0.013494069051489374,-0.017695509535947628,0.007251764956704329,-0.027478669658309272,0.004307170615064227,-0.0471073824352176,-0.002602508138591572,0.008155066444606243,-0.0012993607874751214,-0.0010587149898234163,0.0,-0.0005432698338993326,0.009147521922507049,0.010638829493445053,-0.006851412497464528,0.0018219406511961913,-0.037255103474846965,0.0,0.0,-0.005260648757347968,-0.005780468317724373,0.002759657508936597,-0.011794321758292479,0.003489198251516481,-0.0024568691146117936,0.0029079605204460016,-0.0024210792239530094,0.0015447039689548215,0.004428272721519173,-0.005600781374351571,0.0023907326845695985,0.01450005851666103,-0.0011127294061171653,0.0023125660883705716,-0.000501794355221053,-0.004655782508713247,0.005401492646141128,-0.001632676839058128
208T-Tumor-SM-AH3NI@On,-0.0010589936089916356,-0.02064381633580371,-0.02625072489180921,0.0,-0.026807446456003046,-0.006449441288982167,-0.0073998132717375134,-0.009342262840982702,0.0,-0.0287927219998006,0.0057864825454373246,-0.05431160080592007,0.0,0.01087690551801808,-0.0030672704866398495,0.0,0.0,0.0,0.006787937038207575,0.015754550901939852,-0.005424580203662632,0.0006305518087086538,-0.04225513660534769,0.005594850488098783,0.001048161730034091,-0.007147017281256706,-0.002388557570819886,0.004581576242370632,-0.015890145643915714,0.005385535093115202,-0.004628130645181298,0.0033975172763282915,-0.0008092109333426816,-0.0006065811096272205,0.0030900178300340537,-0.004758511540686613,0.006044527139041924,0.010805495181049047,0.0013644560254904366,0.0037351845657049403,-0.00450007697979071,-0.0052086618076287935,0.006532635978356015,0.0028202070814728752
212T-Tumor-SM-BZ9X4@On,-0.0008021266713687218,-0.024670448940731338,-0.026429175996908968,-0.0011226934391449026,-0.026366769467490735,-0.006091015963827762,-0.00810506288332241,-0.011959326188868866,0.009246144402562918,-0.021890089199218234,0.004669791215775187,-0.05182543395263676,0.0006018925786376341,0.00945370080117147,-0.002670727488232744,0.0011906587005862202,0.0015499511009220875,0.0012090955472202542,0.00639200491124961,0.016486826121353562,-0.007231107791387365,0.0020594310960692424,-0.0313462315469254,0.006866931160172624,0.000926014516160312,-0.0055197064719149265,-0.0005660334973577488,0.0011275421780005289,-0.013424662508198817,0.0034771751455842633,-0.0029687827627919057,-0.0026540089678168013,-0.004559280609466585,-0.0006219464705851327,-0.0073114780729934365,-0.0060938337573014974,0.0031734306655924445,0.01250652544590237,0.00043533287916626824,0.0035193264002845574,0.0002711515297400987,-0.009036087455163277,0.0032562309722159043,0.00286361339181071
272T-Tumor-SM-BZ9X8@On,-0.003723487462350437,0.07487415916585116,0.17240011793163,0.002056718067932079,0.20182758848098592,-0.007487663126082599,0.030979614454351812,0.03212986232875193,0.002798302621917821,0.08941454213970015,-0.036832540369740395,0.07600550794990947,-0.006877163369828741,0.006002251531662155,0.006430394192282315,-0.008608881942232298,0.0009143547961828616,0.004797310406481894,0.0423279888838316,0.07406017416891025,0.005304192197576288,0.0,0.009001289527452853,0.025076422171078413,0.0025721273977559133,-0.0069385468982636825,0.010455134150633113,0.0037798467635470063,0.006729243578509831,0.0027456844389275557,-0.009537768483396512,-0.03251623719666886,0.03976151568906574,0.0,0.005360077681207087,0.0,0.03101645325562669,-0.08434147356714194,0.0019444366393923022,-0.01304259770905416,0.014777816769672011,-0.018325539420130016,-0.0052983933726863,-0.004933872616765367
278T-Tumor-SM-CO916@On,0.005405140363206172,0.029431948205776718,0.11827934960478977,-0.0007311145323905476,0.03654275038620048,-0.016283225576519417,0.05120852284179057,0.06707637715560198,-0.0340399681785136,0.09369508375701105,0.004508006184299569,0.26236903844551956,0.03548306397114139,-0.05136556094692613,0.009077469941348048,-0.007159325654753659,-0.005789913525048819,-0.014868137553153294,-0.01369220390057255,-0.05169459092749756,0.060342988196389856,0.007685537018751373,0.15025831155671573,-0.040137223479016985,0.0023694390573231836,0.039765767916004335,0.006730347374723839,0.011129083203168133,0.006792423053366924,0.00924307744526397,-0.0023606010680949224,0.0389195333008917,-0.008437724416039585,-0.007170057846558769,-0.05687873231488263,0.04887166914405479,-0.02787721717056151,0.022508174375118904,0.0030909151918568165,0.02211420119657955,0.007162956202664349,-0.001680357746958821,-0.0032443504698866092,0.005298678459564776
292T-Tumor-SM-CDZ2E@On,-0.0022499644938881206,0.0075733160094386505,-0.05714351851789327,0.00295367010041506,-0.0047273822120690034,-0.012247410973064414,-0.0019179889616817208,0.0012738770631814736,-0.03420001708365592,0.0401195417913701,-0.016774705131214134,-0.035557580861945146,0.00697540872949187,0.006231113024269662,0.00144690809326287,0.005737846520794747,0.0006467658721483765,-0.0028714562393271264,0.012008026498257903,-0.08436798182180852,-0.004066826424831176,0.013208148309544228,-0.0951277355346186,0.026465915038680007,-0.0008085633330809681,-0.008295451792075595,-0.010231323760157647,0.011933334446172962,-0.013894937716564207,0.005156199513223179,-0.0028506887157530914,0.03706671545321517,0.015162695911213544,-0.0014148687657741432,0.0129150489370767,0.01552591989849116,0.0026084647973751048,0.019639137640427524,0.0012237704492014212,0.02514570777428414,-0.0035699568312308324,-0.03559179353703748,-0.007374869343121789,-0.003781399266749058
