,CANCER,Bcell_general,Memory_Bcell,Naive_Bcell,Plasma_cell,CD4_Tcell,CD8_Tcell,Memory_Tcell,Naive_Tcell,Tcell_general,Cytotoxic_Tcell,Exhausted_Tcell,Immune_checkpoint,Treg,NKcell,Innate_lymphoid_cell,cDC,pDC,Macrophage,Monocyte,Myeloid,Granulocyte,Mast,Erythrocyte,Platelet,Stem,Stroma,Pericyte,Fibroblast,Endothelial,Epithelial,Mesothelial,Adipocyte,Hepatocyte,Pancreatic,Pneumocyte,Apoptosis_pathway,IFNg_pathway,TGFb_pathway,Cytokine,Cell_proliferation,TLS,Genome_integrity,Reference
Pt1_On_AD174047@On,0.0016188704150122365,-0.004356869716610805,-0.018721700285626204,-0.0013533167375816995,-0.008038653845686201,-0.00640586796258543,-0.008251813585510309,-0.00283339663770959,0.003960726664893507,-0.015569976697345807,-0.00042362154979080365,-0.02168675544830359,-0.0035043525429369424,-0.0011534211224591758,-0.0020692873164085026,0.0,0.0,-0.0031366861819601744,-0.005692866268727034,0.0010451432954575036,-0.005228661484532639,-0.0013707910070053725,-0.02682736323264304,-0.017194621623780035,0.0004093885333740206,-0.0034752374472694406,-0.005374970953898962,0.004846626528974431,-0.005291824760300686,0.009806552640354342,-0.004152853495330084,0.003357816556829041,-0.002777593340266626,-0.001040438586021786,0.0063457760145064985,-0.0010564163803259315,-0.005935783446014762,0.0016238417327834945,0.0008275892535158233,-0.013249306811360924,-0.019355286064093577,-0.05076907707845003,0.0031577256800789395,-0.0011684781226639074
Pt10_On_E9047632@On,0.0,-0.0026997481538197855,-0.00983406913824743,-0.003605615430379809,0.004924516184320755,-0.0010439266079777933,-0.012534925446486858,-0.004333987035221728,0.00322923274485601,-0.0191531226184255,-0.0016619310154021585,-0.01619765684362876,-0.001134073743055511,-0.008079474077442278,-0.0005943371863513837,-0.0004932060161371634,0.0,-0.002719230014128863,-0.0017562872926364847,0.0,0.0,0.001900691111946532,-0.023210526622445687,-0.012076035242026491,-0.001144619527403116,0.0,-0.0016306685481705704,0.0,-0.01797555485068617,0.005844934793691022,-0.004258842003615574,-0.008898442968972653,-0.011392010563466634,0.0,0.008906138752952562,0.0,-0.019664380374135808,0.005321214825164654,-0.0011526793334176012,-0.02241913982751159,-0.0045476490061680235,-0.04410057717442981,-0.0006879324000239222,-0.0016029319864885871
Pt101_On_AD681975@On,0.0054979812135010925,0.048615953843563015,0.05974861792479893,0.008090058735912542,0.024138932953060036,-0.018123990867351395,0.107097188051985,0.05410287615406828,-0.016163343946260365,0.10194652032690128,0.011882973725897084,0.11617623821207222,0.011637132523866316,-0.014107614711787031,0.003533840526106972,-0.003665276697878882,-0.015169193636377547,0.013257622120885052,-0.014403564692005103,0.005390880457106963,0.02722567139692744,-0.01697641648860461,0.021962289337827453,0.07189316149956712,-0.011502356256554928,0.003359493579305327,0.0035355050213926233,-0.015560442071627156,0.011530795718573163,-0.00806862575688384,-0.004068377250749159,0.02330744456822816,-0.05342611541517205,-0.003599254172175188,-0.0058076381260899895,0.01657775705238688,-0.02260069727768369,-0.04235372071988792,-0.0013133375653759996,0.05391874143849297,-0.002357478011816934,0.22085379934258126,0.011344864315041078,0.0019081853362683532
Pt103_On_AE134059@On,0.00039838662739794905,-0.00775525805863761,-0.011654443665497722,0.0,-0.01202904373408826,-0.00031069789393027813,-0.02029229289701538,-0.009050892821964276,0.012393198104251784,-0.03406580716683642,-0.016649562568045315,-0.04051597649553495,-0.0009677374344290799,0.01736951517538355,-0.006139161912012893,0.006958259321338772,0.0,0.0011037909473806385,-0.013032141400268139,0.005232350596689749,-0.021645936098388222,0.0010758787594106003,0.0015201316649091515,0.021186560919599667,-0.006029580210887459,-0.004207182340999423,0.0,-0.005092161189962448,-0.009068098298659115,0.01747938963537408,-0.002978853313133547,-0.005606692514195613,-0.02433149998997732,0.0007635394932895298,-0.01665521076649138,0.005327523695830436,-0.0037560278561176125,0.037427843000495974,0.002579681003400302,0.0012020659443183906,0.0021832186919842067,-0.08445397102302171,-0.007321960729707655,-0.000731724644798093
Pt106_On_AD513626@On,0.0012085341321023439,-0.007722539365165331,-0.023805799114347482,-0.0013607241002090214,-0.009776754132830827,0.0,-0.015053599495005924,-0.004294957734185486,0.010447786288342155,-0.013339702748196626,0.0,-0.028286232341980792,0.0,0.00647684199650391,-0.002415016651564129,0.0012755010262913054,-0.0012383508307410485,-0.002647506618063191,-0.003406997877908282,0.0,-0.0027012856655019395,0.0016656982526254993,-0.013711380925535475,-0.015040700628430754,-0.002754830086543998,-0.005719933648537172,-0.0011554147487550525,0.0,-0.012768040608490903,0.006040710904451408,-0.006316218348816374,0.004001236516210056,-0.024840496384677065,0.0,0.0032903654519706614,0.0,-0.0024167542569379103,-0.00167901319060334,-0.0014416109913185564,-0.008114885786159065,-0.011515087997226114,-0.04347240339669119,0.003465987279622248,-0.0013531876326584868
Pt11_On_AD314068@On,-0.0016084642319660679,-0.00910136681136816,0.010095130911571869,-0.000304894629862128,-0.005880913886998651,0.004404561089638593,-0.011793019878759308,-0.012141429562682169,0.0,-0.005808095769283859,0.005130234849574818,-0.02858930313490417,-0.015089902411518495,-0.009656954691369563,-0.0030849025119541696,0.0012564444374802846,0.0,0.0009960975766613886,-0.014391095112468005,-0.0016950636032118404,0.005624498003231332,-0.011938530765511456,0.0036943992260801187,-0.01574500495083886,-0.014033049331545167,-0.0019078386463274113,-0.002157095187907211,-0.0009129666782090163,-0.008742874533512962,0.0043749203686638555,-0.002729128265857715,-0.0004528851912759702,-0.02972602106628249,0.0,-0.0010669970750100725,0.0,0.006765732770072657,-0.017181906583866185,0.0018723608826695312,-0.02261682132199836,-0.005551890958909164,-0.02359005030173508,0.0037560602875135463,0.0
Pt17_On_E9261162@On,-0.0008420229454892425,-0.009110888389500487,-0.03025821177356834,-0.0008985271283254502,-0.011522785496912625,-0.0007879427375058088,-0.020043497346988015,-0.013446526475887318,0.006310992673762802,-0.022757191068196042,-0.005712670727133727,-0.02751911776803572,-0.0008240974058188731,0.012123745388511919,-0.0026497233144330973,0.0042372732263482255,0.001803961020132526,-0.004035209869307739,-0.009161659624573286,0.003731745771720906,-0.007626742834579393,0.0030076964101087393,-0.03472968492460164,-0.029453959896679753,0.0,-0.001279563034621069,-0.018310041457820513,0.00422404645757578,-0.011776911370008058,0.014441946829304877,-0.001791122385737652,0.02129058586417161,-0.01481314840268615,0.0,0.006728100240429639,0.0,-0.01871073921079096,0.023711037697275675,0.002484254738873503,-0.003019305129386339,-0.0014093425457030399,-0.03122288468780813,-0.000861239584449891,0.0
Pt18_On_E9261163@On,0.0016912355733614628,0.04649586993825819,0.09783331499453804,0.01590145348841339,0.007699529936280544,-0.007355573132626158,0.10458533455295417,0.020768022292765857,-0.02575939648008787,0.07735425486565416,0.005513514678291495,0.14982828616019853,0.0022180669179827617,-0.017481233061416003,-0.008960619493286083,-0.003352706440027501,-0.004407708616629047,0.018546798622799125,0.01338398448740846,0.008187085151288439,0.0,-0.015727057023669853,0.009584781515347173,0.08591337376727894,0.0015553085153465914,0.0,0.016032433286267005,0.012317809610060527,-0.0041586479512470565,-0.023432399726447558,-0.0027145856109478117,-0.010433005632784294,-0.04263696818354172,0.004491310714499357,0.010018778044971864,0.015495202937431082,-0.01018815028904767,-0.040000818353851844,0.010416776513120085,0.03251209391601587,-0.012383182161075063,0.2501189313107211,-0.0162887464200628,-0.004215721284270724
Pt2_On_AD174046@On,0.0,-0.01453137875427083,0.011378421593321078,0.0,-0.013004299183513904,-0.006375155485304176,-0.010210471390662789,-0.0055507438951690165,0.0034095208952450253,-0.011265203455582757,-0.0011945848561545093,-0.019272574394651555,-0.004422354960290251,-0.0028206199184487757,-0.0037587887747143724,-0.00029519390828461827,0.0,-0.0020706939178771013,0.0034371663960263065,-0.004902956750097221,-0.01047632307401693,0.004751344748079447,-0.019995850519547845,0.01875884620523303,0.0,-0.0057622433331501795,-0.001442969035682099,0.003861951170264019,-0.01288027992620324,0.00582257073456405,-0.0024854105101721796,-0.001157370550233964,-0.018246548344753085,0.0,-0.0020820956355654253,-0.0006019953800200384,-0.006639013325386507,-0.00516987724494364,0.0,-0.025544349729304378,-0.011596016924238351,-0.0657182987585439,0.00827691673615298,-0.0006828047314710595
Pt23_On_AD486568@On,0.0,-0.0034157425392112384,-0.00730325426533654,-0.0002626863798694371,0.009955080958963839,-0.0082327580834289,-0.012502596026982669,-0.0002521637981409192,-0.0020748264622237355,-0.0026817298645935555,-0.0019417938758733786,-0.01276375925226952,-0.0015856707568199229,-0.003690320806723075,0.003948252263705624,-0.003914238137631991,0.0006082161480344404,-0.001265066154419913,0.0013073980297301669,0.0022149639991081915,0.0,0.001069501953619904,-0.0467010994325948,0.021362940177012905,-0.00047484397060963115,-0.0024031863851558246,-0.004601799681089992,0.00239028038468429,-0.01932429816618372,0.00229918949289078,-0.0029361548146948895,0.00144456480748939,-0.033420657252309575,-0.0004977583377432244,0.00552241462518789,-0.0002640300712743963,0.0016772180443520815,-0.007933278211956189,-0.0007810078113338268,-0.019445632581990606,-0.013640948004824115,-0.07069869995410318,0.0012358597638091058,-0.00026176819945647467
Pt26_On_AD467915@On,0.002111184075778558,-0.0047140578053086035,-0.03297243589483961,-0.0032351006043184957,-0.012355430202390364,-0.000818777949048647,-0.020463552470560278,-0.011176209938643173,0.01365674572726956,-0.026883174379355144,-0.00867839821510787,-0.035842402101044966,0.0,0.010581437083210191,-0.004350132703428578,0.001195554279930389,-0.0017807178561975224,0.0010747933713320034,-0.008512019941771445,0.004190182326060639,-0.004214489700114331,0.00395477920403793,-0.0563400898536119,0.03150856023311989,0.0,-0.0036511815190400053,-0.012826007877209772,0.00597621251213834,-0.022458520763238798,0.029110329536319108,-0.002083971391846516,0.01409431779790671,-0.025443630066708564,0.0004906726040670816,0.01098221198663236,0.0,-0.03061330648462415,0.03051038391438484,0.0035954890328871256,0.0016673635295567611,0.005012991581918744,-0.06001625013206374,-0.008702865068583301,-0.0013633643354007963
